0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,8.783053839747285e-09,7.905331644175763e-09,0.4999999999940819,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,7.016690446240277e-08,6.315487304771552e-08,0.4999999999527209,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,2.364843953088403e-07,2.1285165817024484e-07,0.4999999998406547,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,5.597765497312467e-07,5.038360635149288e-07,0.49999999962281744,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0917931129060064e-06,9.826862958860508e-07,0.49999999926433986,0
-1.3318052117802449e-06,0.0,0.9999999999991132,0.0,1.0,0.0,-0.9999999999991132,0.0,-1.3318052117802449e-06,1.883993092900705e-06,1.695718880146592e-06,0.49999999872929374,0
-2.111912417966184e-06,0.0,0.9999999999977699,0.0,1.0,0.0,-0.9999999999977699,0.0,-2.111912417966184e-06,2.9875453046885122e-06,2.6889891469758127e-06,0.49999999798381,0
-3.148083014442635e-06,0.0,0.9999999999950447,0.0,1.0,0.0,-0.9999999999950447,0.0,-3.148083014442635e-06,4.453328909511198e-06,4.008291720626826e-06,0.4999999969922966,0
-4.476079390469182e-06,0.0,0.9999999999899823,0.0,1.0,0.0,-0.9999999999899823,0.0,-4.476079390469182e-06,6.331933958054993e-06,5.699161006684184e-06,0.4999999957193141,0
-6.1314599445427584e-06,0.0,0.9999999999812026,0.0,1.0,0.0,-0.9999999999812026,0.0,-6.1314599445427584e-06,8.673661931984283e-06,7.806871679821453e-06,0.4999999941290164,0
-8.149579467475845e-06,0.0,0.9999999999667922,0.0,1.0,0.0,-0.9999999999667922,0.0,-8.149579467475845e-06,1.1528526285746911e-05,1.0376439171558793e-05,0.4999999921849977,0
-1.0565589525473032e-05,0.0,0.9999999999441842,0.0,1.0,0.0,-0.9999999999441842,0.0,-1.0565589525473032e-05,1.4946252988365426e-05,1.3452620158020539e-05,0.49999998985012056,0
-1.3414438843205374e-05,0.0,0.9999999999100264,0.0,1.0,0.0,-0.9999999999100264,0.0,-1.3414438843205374e-05,1.8976281065215135e-05,1.707991304769278e-05,0.49999998708633075,0
-1.6730873686881838e-05,0.0,0.999999999860039,0.0,1.0,0.0,-0.999999999860039,0.0,-1.6730873686881838e-05,2.3667763139787066e-05,2.1302558469180945e-05,0.49999998385445427,0
-2.0549438247317026e-05,0.0,0.9999999997888603,0.0,1.0,0.0,-0.9999999997888603,0.0,-2.0549438247317026e-05,2.9069565975435144e-05,2.6164539758967345e-05,0.49999998011397984,0
-2.4904475022994268e-05,0.0,0.9999999996898835,0.0,1.0,0.0,-0.9999999996898835,0.0,-2.4904475022994268e-05,3.5230271017107146e-05,3.1709583449168825e-05,0.49999997582282635,0
-2.9830125203122844e-05,0.0,0.9999999995550818,0.0,1.0,0.0,-0.9999999995550818,0.0,-2.9830125203122844e-05,4.219817493305764e-05,3.798115975529426e-05,0.4999999709370964,0
-3.5360329050688336e-05,0.0,0.9999999993748235,0.0,1.0,0.0,-0.9999999993748235,0.0,-3.5360329050688336e-05,5.0021290156540594e-05,4.502248306400221e-05,0.49999996541081376,0
-4.152882628549444e-05,0.0,0.9999999991376783,0.0,1.0,0.0,-0.9999999991376783,0.0,-4.152882628549444e-05,5.874734542748168e-05,5.287651242085842e-05,0.49999995919564866,0
-4.836915646719493e-05,0.0,0.9999999988302124,0.0,1.0,0.0,-0.9999999988302124,0.0,-4.836915646719493e-05,6.842378633412647e-05,6.158595201809351e-05,0.4999999522406281,0
-5.591465937831374e-05,0.0,0.9999999984367755,0.0,1.0,0.0,-0.9999999984367755,0.0,-5.591465937831374e-05,7.909777585466368e-05,7.119325168236041e-05,0.4999999444918342,0
-6.419847540725165e-05,0.0,0.9999999979392779,0.0,1.0,0.0,-0.9999999979392779,0.0,-6.419847540725165e-05,9.081619489882019e-05,8.174060736249209e-05,0.49999993589208824,0
-7.325354593127711e-05,0.0,0.999999997316959,0.0,1.0,0.0,-0.999999997316959,0.0,-7.325354593127711e-05,0.00010362564284942517,9.326996161725901e-05,0.4999999263806228,0
-8.311261369949923e-05,0.0,0.9999999965461467,0.0,1.0,0.0,-0.9999999965461467,0.0,-8.311261369949923e-05,0.00011757243810394053,0.00010582300410312677,0.49999991589274106,0
-9.38082232158202e-05,0.0,0.9999999956000086,0.0,1.0,0.0,-0.9999999956000086,0.0,-9.38082232158202e-05,0.0001327026186159548,0.00011944117206201371,0.49999990435946484,0
-0.00010537272112186476,0.0,0.9999999944482948,0.0,1.0,0.0,-0.9999999944482948,0.0,-0.00010537272112186476,0.0001490619424366355,0.00013416565080904836,0.4999998917071697,0
-0.00011783825657988389,0.0,0.9999999930570727,0.0,1.0,0.0,-0.9999999930570727,0.0,-0.00011783825657988389,0.00016669588825613882,0.0001500373742203274,0.4999998778572102,0
-0.00013123678165562888,0.0,0.9999999913884535,0.0,1.0,0.0,-0.9999999913884535,0.0,-0.00013123678165562888,0.0001856496559449683,0.0001670970252206724,0.4999998627255322,0
-0.0001456000517011943,0.0,0.9999999894003124,0.0,1.0,0.0,-0.9999999894003124,0.0,-0.0001456000517011943,0.00020596816709528393,0.0001853850362713885,0.49999984622227656,0
-0.00016095962573782412,0.0,0.9999999870459994,0.0,1.0,0.0,-0.9999999870459994,0.0,-0.00016095962573782412,0.00022769606556215027,0.00020494158985802106,0.4999998282513699,0
-0.00017734686683867963,0.0,0.9999999842740442,0.0,1.0,0.0,-0.9999999842740442,0.0,-0.00017734686683867963,0.0002508777180047254,0.00022580661897811402,0.49999980871010713,0
-0.00019479294251156302,0.0,0.9999999810278546,0.0,1.0,0.0,-0.9999999810278546,0.0,-0.00019479294251156302,0.0002755572144273789,0.0002480198076289668,0.4999997874887233,0
-0.00021332882508159437,0.0,0.9999999772454059,0.0,1.0,0.0,-0.9999999772454059,0.0,-0.00021332882508159437,0.0003017783687207388,0.00027162059129539197,0.49999976446995537,0
-0.00023298529207383737,0.0,0.9999999728589265,0.0,1.0,0.0,-0.9999999728589265,0.0,-0.00023298529207383737,0.00032958471920265843,0.0002966481574374735,0.4999997395285958,0
-0.0002537929265958681,0.0,0.9999999677945747,0.0,1.0,0.0,-0.9999999677945747,0.0,-0.0002537929265958681,0.00035901952915909797,0.00032314144597832354,0.49999971253103576,0
-0.00027578211772028336,0.0,0.999999961972111,0.0,1.0,0.0,-0.999999961972111,0.0,-0.00027578211772028336,0.00039012578738491374,0.0003511391497918404,0.49999968333480094,0
-0.00029898306086714396,0.0,0.9999999553045636,0.0,1.0,0.0,-0.9999999553045636,0.0,-0.00029898306086714396,0.0004229462087245493,0.000380679715190466,0.4999996517880778,0
-0.0003234257581863456,0.0,0.9999999476978881,0.0,1.0,0.0,-0.9999999476978881,0.0,-0.0003234257581863456,0.00045752323461262007,0.0004118013424129435,0.4999996177292321,0
-0.0003491400189399154,0.0,0.9999999390506217,0.0,1.0,0.0,-0.9999999390506217,0.0,-0.0003491400189399154,0.0004938990336143862,0.00044454198611207504,0.49999958098631936,0
-0.00037615545988422503,0.0,0.9999999292535325,0.0,1.0,0.0,-0.9999999292535325,0.0,-0.00037615545988422503,0.0005321155019661032,0.00047893935584247886,0.4999995413765884,0
-0.00040450150565211673,0.0,0.9999999181892626,0.0,1.0,0.0,-0.9999999181892626,0.0,-0.00040450150565211673,0.0005722142641152428,0.0005150309165483475,0.4999994987059756,0
-0.0004342073891349365,0.0,0.9999999057319672,0.0,1.0,0.0,-0.9999999057319672,0.0,-0.0004342073891349365,0.0006142366732605799,0.0005528538890512048,0.4999994527685947,0
-0.00046530215186446606,0.0,0.9999998917469479,0.0,1.0,0.0,-0.9999998917469479,0.0,-0.00046530215186446606,0.0006582238118921299,0.0005924452505376638,0.49999940334621745,0
-0.0004978146443947498,0.0,0.9999998760902823,0.0,1.0,0.0,-0.9999998760902823,0.0,-0.0004978146443947498,0.0007042164923309341,0.0006338417350471843,0.49999935020774894,0
-0.0005317735266838086,0.0,0.9999998586084482,0.0,1.0,0.0,-0.9999998586084482,0.0,-0.0005317735266838086,0.0007522552572686806,0.0006770798339598307,0.4999992931086962,0
-0.0005672072684752326,0.0,0.9999998391379443,0.0,1.0,0.0,-0.9999998391379443,0.0,-0.0005672072684752326,0.0008023803803071494,0.0007221957964840282,0.49999923179063077,0
-0.0006041441496796502,0.0,0.9999998175049065,0.0,1.0,0.0,-0.9999998175049065,0.0,-0.0006041441496796502,0.0008546318664974781,0.0007692256301443225,0.49999916598064575,0
